gamelabel,gamedate,versus,guestteam,hometeam,scoreoverall,score1st,score2nd,score3rd,score4th,extratime,guesttp,hometp
13-14_04-09_BOS-ATL,04-09,BOS-ATL,BOS,ATL,97-105,23-32,28-24,26-14,20-35,,"Jeff Green;F;2145;5;15;2;9;1;2;0;6;6;3;0;2;3;2;13;
Brandon Bass;F;1982;3;7;0;0;0;0;1;2;3;0;0;0;0;1;6;
Jared Sullinger;C;2216;6;15;1;4;2;2;4;7;11;2;1;1;2;5;15;
Avery Bradley;G;2089;8;16;4;4;4;4;1;3;4;2;3;0;1;4;24;
Rajon Rondo;G;2444;8;15;2;4;1;3;1;3;4;12;3;0;5;4;19;
Jerryd Bayless;null;1270;2;5;1;1;0;0;0;1;1;2;0;0;0;1;5;
Kelly Olynyk;null;920;2;5;1;1;0;0;3;6;9;1;0;0;1;3;5;
Chris Johnson;null;866;3;6;1;3;3;3;1;0;1;1;0;0;1;1;10;
Phil Pressey;null;234;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;
Joel Anthony;null;234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;","DeMarre Carroll;F;2298;6;13;0;3;1;2;1;7;8;4;0;0;1;4;13;
Paul Millsap;F;2326;5;11;0;2;4;7;2;12;14;3;1;1;5;2;14;
Elton Brand;C;1981;6;12;0;0;1;2;4;9;13;3;3;1;3;1;13;
Kyle Korver;G;2217;5;8;4;6;3;3;0;5;5;4;1;1;2;1;17;
Jeff Teague;G;1913;6;12;3;6;4;4;0;0;0;8;2;1;2;1;19;
Mike Scott;null;1210;6;9;1;3;0;1;0;1;1;1;0;1;0;2;13;
Shelvin Mack;null;1205;2;6;1;3;0;0;0;0;0;5;0;0;0;0;5;
Lou Williams;null;1003;3;4;0;0;3;3;0;1;1;2;0;0;0;3;9;
Mike Muscala;null;243;1;1;0;0;0;0;1;0;1;0;0;0;1;0;2;
Cartier Martin;null;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"
13-14_04-09_CHA-WAS,04-09,CHA-WAS,CHA,WAS,94-88,32-18,22-23,17-25,16-21,7-1;,"Michael Kidd-Gilchrist;F;1261;2;3;0;0;0;0;2;3;5;0;2;1;2;1;4;
Josh McRoberts;F;2031;5;12;2;8;0;0;0;2;2;2;2;0;1;2;12;
Al Jefferson;C;2568;9;20;0;0;2;2;5;13;18;2;1;0;3;2;20;
Gerald Henderson;G;1994;4;9;3;3;2;2;0;5;5;2;1;0;0;1;13;
Kemba Walker;G;2616;6;21;3;6;2;2;0;4;4;12;0;0;3;2;17;
Cody Zeller;null;1149;1;5;0;0;2;4;2;2;4;1;0;0;1;3;4;
Gary Neal;null;1857;5;14;1;4;5;5;0;4;4;4;0;0;1;1;16;
Chris Douglas-Roberts;null;1248;2;5;2;4;0;0;0;3;3;0;1;0;0;0;6;
Luke Ridnour;null;564;0;2;0;0;0;0;0;1;1;0;0;0;0;3;0;
Bismack Biyombo;null;612;1;1;0;0;0;0;0;2;2;0;0;0;1;2;2;","Trevor Ariza;F;2361;0;6;0;4;0;2;0;5;5;2;2;0;2;3;0;
Trevor Booker;F;1822;4;5;0;0;8;8;1;1;2;1;2;5;0;1;16;
Marcin Gortat;C;2648;13;18;0;0;1;1;4;10;14;3;1;2;2;0;27;
Bradley Beal;G;2562;4;15;0;5;0;0;0;5;5;3;0;2;1;2;8;
John Wall;G;2530;6;18;0;2;2;3;1;11;12;11;0;0;5;4;14;
Martell Webster;null;1444;2;5;1;4;2;2;0;3;3;0;0;0;0;1;7;
Nene;null;1012;5;9;0;0;0;4;0;0;0;1;1;0;0;3;10;
Andre Miller;null;650;2;4;0;0;0;0;0;1;1;1;1;0;2;0;4;
Drew Gooden;null;864;1;2;0;0;0;0;1;2;3;1;0;0;0;1;2;
Garrett Temple;null;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"
13-14_04-09_CHI-MIN,04-09,CHI-MIN,CHI,MIN,102-87,26-25,22-28,27-17,27-17,,"Mike Dunleavy;F;2309;4;7;2;4;5;5;1;4;5;3;0;1;0;2;15;
Carlos Boozer;F;1434;3;13;0;0;0;0;1;3;4;0;1;0;4;5;6;
Joakim Noah;C;2438;7;13;0;0;1;2;5;8;13;10;1;2;3;4;15;
Jimmy Butler;G;2760;5;11;3;6;1;2;1;4;5;7;0;0;0;1;14;
Kirk Hinrich;G;1557;7;9;2;4;0;0;0;3;3;4;0;2;1;1;16;
D.J. Augustin;null;1775;8;14;4;7;1;1;0;2;2;2;1;0;5;3;21;
Taj Gibson;null;1626;6;14;0;0;1;2;1;4;5;2;1;3;0;2;13;
Nazr Mohammed;null;262;1;1;0;0;0;0;0;0;0;1;0;0;0;0;2;
Tony Snell;null;239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;","Robbie Hummel;F;1897;3;6;0;1;1;1;2;3;5;0;0;0;0;1;7;
Kevin Love;F;1956;7;20;2;8;1;1;1;9;10;3;0;1;3;2;17;
Gorgui Dieng;C;1882;3;8;0;0;3;3;4;4;8;0;0;3;2;3;9;
Corey Brewer;G;1939;4;9;0;2;1;2;0;1;1;1;4;0;2;3;9;
Ricky Rubio;G;1948;5;14;1;2;4;4;0;1;1;6;0;0;0;1;15;
Luc Mbah a Moute;null;1237;1;1;0;0;0;0;0;3;3;0;0;0;0;0;2;
Dante Cunningham;null;924;3;7;0;0;0;0;1;1;2;1;1;0;1;0;6;
Ronny Turiaf;null;998;5;7;0;0;1;1;2;3;5;0;0;1;0;1;11;
Othyus Jeffers;null;687;0;1;0;1;2;2;0;3;3;0;0;0;1;1;2;
Alexey Shved;null;932;3;7;1;3;2;2;1;1;2;5;0;0;3;2;9;"
13-14_04-09_DET-CLE,04-09,DET-CLE,DET,CLE,100-122,18-31,19-38,33-29,30-24,,"Kyle Singler;F;1696;3;6;2;5;0;0;3;2;5;1;1;0;0;3;8;
Greg Monroe;F;1964;7;18;0;0;1;1;6;1;7;1;3;0;3;1;15;
Andre Drummond;C;1758;5;10;0;0;1;7;7;7;14;0;1;0;3;2;11;
Rodney Stuckey;G;1685;4;14;0;2;7;7;0;2;2;3;1;0;1;0;15;
Brandon Jennings;G;1873;5;17;1;6;6;8;0;1;1;7;0;0;4;2;17;
Jonas Jerebko;null;1535;5;11;4;7;3;3;2;2;4;0;0;0;2;2;17;
Kentavious Caldwell-Pope;null;1356;1;7;0;3;0;0;1;1;2;2;1;1;0;2;2;
Peyton Siva;null;1310;2;8;1;3;0;0;0;1;1;4;1;0;1;0;5;
Gigi Datome;null;720;2;3;1;2;4;4;0;4;4;1;1;0;1;0;9;
Tony Mitchell;null;503;0;2;0;0;1;2;2;4;6;0;1;1;0;0;1;","Luol Deng;F;1476;6;12;0;4;1;1;0;2;2;7;0;0;2;2;13;
Tristan Thompson;F;1444;5;6;0;0;0;1;1;3;4;0;0;2;1;0;10;
Spencer Hawes;C;1123;6;8;3;3;0;0;2;6;8;3;1;0;2;4;15;
Dion Waiters;G;1833;9;18;4;8;0;1;0;3;3;8;1;0;1;4;22;
Kyrie Irving;G;1387;3;6;0;1;2;2;2;3;5;5;3;0;2;2;8;
Jarrett Jack;null;1344;3;6;0;1;1;2;0;2;2;3;0;0;4;2;7;
Anderson Varejao;null;1262;5;8;0;0;1;2;5;7;12;2;1;0;0;2;11;
Tyler Zeller;null;1428;9;11;0;0;0;0;3;3;6;0;1;2;0;2;18;
Matthew Dellavedova;null;1872;5;8;4;6;0;0;0;4;4;12;1;0;2;3;14;
Alonzo Gee;null;503;2;5;0;0;0;0;0;0;0;0;0;2;0;0;4;
Sergey Karasev;null;431;0;1;0;1;0;0;0;1;1;0;0;0;1;3;0;
Scotty Hopson;null;297;0;4;0;2;0;0;0;0;0;1;0;0;0;0;0;"
13-14_04-09_HOU-DEN,04-09,HOU-DEN,HOU,DEN,116-123,18-30,40-38,30-37,28-18,,"Chandler Parsons;F;1355;5;13;2;4;4;4;1;2;3;4;1;0;2;4;16;
Terrence Jones;F;1044;5;8;1;1;0;1;2;2;4;1;2;1;0;3;11;
Omer Asik;C;1455;5;8;0;0;2;2;2;10;12;1;0;0;2;1;12;
James Harden;G;1546;1;9;0;4;8;8;0;4;4;6;1;0;1;0;10;
Jeremy Lin;G;1411;6;11;4;6;2;2;1;0;1;6;0;0;2;4;18;
Francisco Garcia;null;529;1;2;0;1;0;0;0;1;1;1;0;0;0;2;2;
Donatas Motiejunas;null;1790;4;9;0;1;3;4;0;4;4;1;0;1;1;1;11;
Isaiah Canaan;null;1449;2;10;1;8;1;2;2;1;3;6;2;2;4;3;6;
Omri Casspi;null;694;1;4;0;2;0;0;0;3;3;1;0;0;0;0;2;
Jordan Hamilton;null;1797;4;9;2;6;1;2;3;5;8;1;2;1;1;1;11;
Troy Daniels;null;665;4;6;4;6;0;0;0;2;2;0;0;0;1;1;12;
Robert Covington;null;665;2;3;1;1;0;0;1;1;2;0;1;0;1;0;5;","Quincy Miller;F;2429;4;15;1;4;0;0;3;5;8;2;1;4;1;4;9;
Kenneth Faried;F;1582;11;17;0;0;1;2;1;8;9;1;0;0;3;4;23;
Timofey Mozgov;C;1509;9;13;0;1;4;4;0;6;6;1;0;2;0;1;22;
Randy Foye;G;2298;10;17;6;10;4;4;2;3;5;15;2;0;1;1;30;
Aaron Brooks;G;2210;5;15;1;6;2;2;0;5;5;7;2;1;3;4;13;
Evan Fournier;null;1616;5;9;3;6;1;2;0;1;1;1;0;0;2;3;14;
Jan Vesely;null;1371;3;5;0;0;0;0;4;2;6;3;3;0;0;3;6;
Anthony Randolph;null;316;1;3;0;0;0;0;0;1;1;0;1;0;1;1;2;
Darrell Arthur;null;1069;2;7;0;1;0;0;0;3;3;1;1;1;0;0;4;"
13-14_04-09_IND-MIL,04-09,IND-MIL,IND,MIL,104-102,25-25,28-25,19-17,32-35,,"Rasual Butler;F;1824;3;14;2;10;2;4;0;2;2;0;0;2;0;0;10;
Luis Scola;F;1858;11;17;0;0;2;2;2;7;9;3;0;0;1;1;24;
Ian Mahinmi;C;1181;1;1;0;0;1;2;1;5;6;0;0;1;1;5;3;
Evan Turner;G;2478;9;18;3;4;2;3;2;5;7;9;0;0;2;2;23;
Donald Sloan;G;1912;4;11;0;1;0;2;0;4;4;8;0;0;0;2;8;
Solomon Hill;null;1377;0;2;0;2;2;2;0;2;2;1;1;0;1;5;2;
Lavoy Allen;null;1702;3;9;0;0;2;4;2;6;8;1;1;1;1;4;8;
CJ Watson;null;1044;3;5;2;2;0;0;0;1;1;1;2;0;3;1;8;
Chris Copeland;null;1024;7;8;4;5;0;0;1;1;2;3;0;1;2;4;18;","Khris Middleton;F;2187;6;14;1;5;3;3;1;6;7;2;1;0;2;5;16;
Jeff Adrien;F;2214;6;14;0;0;1;2;6;11;17;1;2;1;0;4;13;
Zaza Pachulia;C;1965;6;10;0;0;3;4;2;7;9;1;0;1;1;3;15;
Ramon Sessions;G;2297;6;15;2;3;6;7;1;1;2;4;0;0;2;2;20;
Brandon Knight;G;2348;8;21;1;7;8;12;0;4;4;10;0;0;1;0;25;
John Henson;null;1226;3;5;0;0;1;1;2;2;4;2;0;1;1;0;7;
Giannis Antetokounmpo;null;1279;1;4;0;1;0;0;0;3;3;1;1;0;2;2;2;
Chris Wright;null;884;2;4;0;0;0;0;2;0;2;0;2;2;2;4;4;"
13-14_04-09_MIA-MEM,04-09,MIA-MEM,MIA,MEM,102-107,32-31,26-23,22-26,22-27,,"LeBron James;F;2482;14;23;3;5;6;7;1;5;6;5;2;0;5;1;37;
Shane Battier;F;1419;3;6;3;5;0;0;1;2;3;1;2;0;0;2;9;
Chris Bosh;C;2119;6;14;1;3;0;0;1;5;6;0;2;2;4;5;13;
Toney Douglas;G;1018;0;2;0;0;0;0;1;0;1;5;1;0;1;0;0;
Mario Chalmers;G;2150;5;10;0;0;2;2;2;2;4;3;1;0;1;4;12;
Rashard Lewis;null;1441;5;8;4;6;3;3;0;3;3;3;0;0;0;1;17;
Ray Allen;null;1528;2;4;2;4;0;0;0;0;0;2;2;0;1;1;6;
Norris Cole;null;1482;1;4;1;1;0;0;0;4;4;5;0;0;3;0;3;
Justin Hamilton;null;761;2;2;1;1;0;0;0;0;0;0;1;0;0;3;5;","James Johnson;F;1457;1;5;0;2;3;4;1;3;4;3;1;3;2;2;5;
Zach Randolph;F;2524;12;15;1;2;0;1;3;8;11;2;1;1;3;2;25;
Marc Gasol;C;2674;8;16;0;0;4;7;3;11;14;3;2;1;2;4;20;
Courtney Lee;G;2210;7;11;3;5;1;1;0;1;1;3;0;1;4;2;18;
Mike Conley;G;2481;10;18;3;7;3;4;1;2;3;6;2;0;3;2;26;
Tony Allen;null;1443;3;7;0;2;0;0;1;1;2;2;3;0;0;4;6;
Kosta Koufos;null;206;0;1;0;0;2;2;0;0;0;0;0;0;0;0;2;
Nick Calathes;null;508;1;1;0;0;0;0;1;0;1;2;1;0;0;2;2;
Mike Miller;null;561;0;2;0;2;0;0;0;2;2;2;0;0;0;0;0;
Ed Davis;null;336;1;2;0;0;1;2;2;1;3;0;0;0;0;1;3;"
13-14_04-09_OKC-LAC,04-09,OKC-LAC,OKC,LAC,107-101,29-22,30-32,26-19,22-28,,"Kevin Durant;F;2467;8;26;1;7;10;11;1;2;3;4;2;0;2;3;27;
Serge Ibaka;F;1781;5;12;1;1;4;4;1;6;7;1;0;4;1;4;15;
Kendrick Perkins;C;1307;3;3;0;0;0;0;1;3;4;0;0;1;0;2;6;
Thabo Sefolosha;G;1418;1;3;1;2;0;0;0;1;1;2;2;0;0;4;3;
Russell Westbrook;G;1988;12;24;0;3;6;8;3;8;11;6;2;0;1;2;30;
Nick Collison;null;735;1;1;0;0;0;0;2;2;4;1;0;0;1;2;2;
Steven Adams;null;1174;2;2;0;0;3;5;2;5;7;0;1;1;0;3;7;
Reggie Jackson;null;1427;3;8;2;5;1;2;0;3;3;2;0;1;1;0;9;
Caron Butler;null;1193;2;5;0;1;0;0;1;2;3;1;0;1;1;3;4;
Derek Fisher;null;910;1;6;0;2;2;2;0;1;1;1;1;0;1;1;4;","Matt Barnes;F;1749;3;9;1;4;0;0;2;5;7;3;0;2;2;3;7;
Blake Griffin;F;2351;11;23;0;1;8;11;5;7;12;1;0;0;3;4;30;
DeAndre Jordan;C;1963;4;6;0;0;2;8;5;7;12;0;1;3;1;2;10;
JJ Redick;G;1640;1;7;1;7;1;1;0;3;3;8;1;0;3;1;4;
Chris Paul;G;2397;8;17;3;7;6;9;1;4;5;8;2;0;4;4;25;
Reggie Bullock;null;708;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;
Darren Collison;null;1747;4;11;1;3;3;3;0;3;3;3;0;0;2;1;12;
Jared Dudley;null;423;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;
Glen Davis;null;712;2;4;0;0;0;0;2;4;6;0;1;0;1;2;4;
Hedo Turkoglu;null;711;3;7;2;4;1;2;0;3;3;0;1;0;0;3;9;"
13-14_04-09_PHI-TOR,04-09,PHI-TOR,PHI,TOR,114-125,28-34,32-34,29-30,25-27,,"Hollis Thompson;F;1840;3;6;2;5;0;0;1;1;2;1;0;1;0;5;8;
Thaddeus Young;F;2396;7;17;0;6;2;2;1;1;2;1;1;0;1;0;16;
Henry Sims;C;1843;10;15;0;0;2;2;3;5;8;0;0;1;3;5;22;
James Anderson;G;1870;6;14;5;7;0;0;2;4;6;3;0;1;0;3;17;
Michael Carter-Williams;G;2215;7;12;0;0;5;5;2;7;9;8;0;0;3;4;19;
Tony Wroten;null;1142;4;7;0;0;3;3;0;2;2;3;0;0;1;3;11;
Jarvis Varnado;null;1037;2;3;0;0;2;4;0;1;1;0;1;2;0;2;6;
Elliot Williams;null;1573;4;9;1;3;2;2;0;4;4;3;0;0;0;2;11;
Brandon Davies;null;484;1;2;0;0;2;3;0;2;2;1;0;0;0;1;4;","Terrence Ross;F;2019;3;7;3;5;2;2;0;2;2;4;1;1;1;1;11;
Patrick Patterson;F;2279;7;11;3;5;0;2;3;2;5;1;0;3;1;2;17;
Jonas Valanciunas;C;2216;10;14;0;0;6;8;3;9;12;1;0;2;1;2;26;
DeMar DeRozan;G;2038;4;14;0;1;9;10;1;4;5;5;0;0;2;0;17;
Kyle Lowry;G;2278;9;19;2;7;9;9;0;5;5;8;0;0;0;3;29;
John Salmons;null;1063;3;4;1;1;0;0;1;0;1;3;0;0;0;2;7;
Tyler Hansbrough;null;612;2;4;0;0;3;4;2;2;4;1;0;0;0;2;7;
Steve Novak;null;208;0;1;0;1;0;0;0;1;1;0;0;0;0;1;0;
Greivis Vasquez;null;808;2;3;2;3;2;2;0;0;0;2;0;1;1;1;8;
Nando De Colo;null;434;1;5;1;2;0;0;0;0;0;0;0;0;0;1;3;
Charles Hayes;null;445;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;"
13-14_04-09_PHX-NOP,04-09,PHX-NOP,PHX,NOP,94-88,23-14,24-32,24-18,23-24,,"PJ Tucker;F;1950;6;9;0;1;3;4;1;8;9;1;1;0;0;3;15;
Channing Frye;F;1545;2;8;0;3;0;0;0;5;5;1;1;1;1;2;4;
Miles Plumlee;C;1454;1;2;0;0;0;0;1;5;6;1;0;0;1;2;2;
Goran Dragic;G;2339;8;14;2;3;2;2;0;3;3;9;1;3;2;2;20;
Eric Bledsoe;G;2287;7;13;1;2;1;2;1;5;6;6;2;2;4;2;16;
Markieff Morris;null;1739;5;12;0;0;0;0;1;5;6;2;0;0;1;2;10;
Gerald Green;null;1453;8;14;4;7;1;2;1;1;2;1;0;0;3;2;21;
Shavlik Randolph;null;272;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;
Marcus Morris;null;1067;2;8;2;3;0;0;0;0;0;2;0;0;0;2;6;
Ish Smith;null;294;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;","Darius Miller;F;1889;5;9;1;4;3;3;1;1;2;2;2;0;1;4;14;
Al-Farouq Aminu;F;1297;2;8;1;1;0;0;2;3;5;1;1;0;4;1;5;
Greg Stiemsma;C;1643;2;6;0;0;0;0;0;8;8;0;2;2;0;3;4;
Tyreke Evans;G;1765;4;11;1;2;1;2;3;5;8;3;0;0;4;3;10;
Brian Roberts;G;1211;1;8;0;2;0;0;1;3;4;2;0;0;2;1;2;
Austin Rivers;null;1810;4;12;0;1;2;4;0;7;7;8;0;1;1;2;10;
Anthony Morrow;null;1665;5;8;1;1;3;3;0;2;2;4;1;0;0;0;14;
Jeff Withey;null;1417;7;10;0;0;3;3;1;1;2;3;0;1;0;1;17;
Luke Babbitt;null;1705;4;8;2;3;2;2;0;4;4;2;0;1;0;2;12;"
13-14_04-09_SAC-POR,04-09,SAC-POR,SAC,POR,99-100,20-27,26-29,25-23,28-21,,"Travis Outlaw;F;1732;2;8;0;2;1;2;0;4;4;3;0;0;1;0;5;
Jason Thompson;F;1604;4;6;0;0;0;2;3;2;5;0;0;2;1;2;8;
DeMarcus Cousins;C;2223;14;29;0;0;2;3;3;9;12;2;3;0;3;3;30;
Ben McLemore;G;1928;6;13;1;3;3;4;0;1;1;0;0;0;1;3;16;
Ray McCallum;G;2568;7;15;4;4;5;5;1;3;4;8;3;0;0;3;23;
Reggie Evans;null;1371;2;4;0;0;0;0;3;6;9;3;2;0;4;4;4;
Derrick Williams;null;1746;2;9;0;1;3;4;4;4;8;2;0;0;1;1;7;
Quincy Acy;null;535;1;1;0;0;2;2;0;0;0;0;1;0;0;2;4;
Jared Cunningham;null;693;1;6;0;1;0;0;0;2;2;1;1;0;0;1;2;","Nicolas Batum;F;2197;5;8;1;3;0;0;0;1;1;6;0;1;4;3;11;
LaMarcus Aldridge;F;2225;9;20;0;0;4;6;2;6;8;2;2;1;1;0;22;
Robin Lopez;C;2208;4;7;0;0;5;6;2;7;9;0;0;1;0;1;13;
Wesley Matthews;G;2257;7;12;2;7;3;3;0;4;4;3;0;0;2;4;19;
Damian Lillard;G;2226;6;11;3;7;4;5;1;4;5;10;0;0;5;3;19;
Thomas Robinson;null;826;4;5;0;0;0;0;0;9;9;0;0;0;4;3;8;
Earl Watson;null;722;0;1;0;1;0;0;0;3;3;3;0;0;0;3;0;
Will Barton;null;793;2;6;0;1;1;2;0;0;0;0;0;1;1;1;5;
Dorell Wright;null;946;1;5;1;4;0;0;0;4;4;2;2;0;1;1;3;"
13-14_04-10_DEN-GSW,04-10,DEN-GSW,DEN,GSW,100-99,15-28,28-25,30-22,27-24,,"Quincy Miller;F;1460;2;6;2;6;0;0;0;2;2;1;1;0;1;3;6;
Kenneth Faried;F;1974;8;18;0;0;2;7;8;9;17;1;1;0;6;0;18;
Timofey Mozgov;C;2565;10;15;0;2;3;4;9;20;29;3;1;3;2;3;23;
Randy Foye;G;2336;7;23;4;13;2;2;3;4;7;7;1;1;2;2;20;
Aaron Brooks;G;2368;3;14;0;3;2;2;1;1;2;7;1;0;2;0;8;
Evan Fournier;null;1699;3;11;2;6;1;2;1;1;2;4;2;0;3;2;9;
Darrell Arthur;null;1214;4;15;2;4;0;0;1;0;1;0;1;0;0;2;10;
Jan Vesely;null;784;2;2;0;0;2;2;2;1;3;0;1;1;0;6;6;","Andre Iguodala;F;1616;2;6;0;3;2;2;1;3;4;3;2;0;0;2;6;
Draymond Green;F;1452;2;5;0;1;0;0;0;2;2;2;1;0;3;3;4;
Andrew Bogut;C;1601;2;4;0;0;0;0;3;5;8;1;0;2;1;3;4;
Klay Thompson;G;1814;8;19;3;6;2;2;1;1;2;1;0;0;2;2;21;
Stephen Curry;G;2016;8;19;2;7;6;6;0;7;7;6;4;0;2;1;24;
Jermaine O'Neal;null;1292;5;8;0;0;2;2;0;5;5;1;0;1;3;2;12;
Harrison Barnes;null;1770;4;7;1;2;0;0;0;5;5;2;1;1;0;1;9;
Marreese Speights;null;937;4;9;0;0;1;3;0;2;2;0;0;0;0;2;9;
Steve Blake;null;966;0;1;0;1;0;0;0;1;1;2;0;0;2;0;0;
Jordan Crawford;null;937;5;10;0;3;0;0;1;1;2;1;1;0;0;1;10;"
13-14_04-10_SAS-DAL,04-10,SAS-DAL,SAS,DAL,109-100,30-22,19-29,34-21,26-28,,"Kawhi Leonard;F;2217;5;14;2;6;4;5;6;10;16;5;2;0;2;2;16;
Tim Duncan;F;2357;7;12;0;0;6;9;4;11;15;2;1;1;3;3;20;
Tiago Splitter;C;1686;6;10;0;0;0;0;2;1;3;1;0;0;1;3;12;
Danny Green;G;1343;5;9;5;9;0;0;0;5;5;1;1;0;0;1;15;
Patty Mills;G;2139;9;25;6;11;2;2;0;2;2;6;2;0;0;2;26;
Boris Diaw;null;1172;0;3;0;0;0;0;2;1;3;0;1;0;1;3;0;
Manu Ginobili;null;1717;4;8;2;4;0;0;0;2;2;7;2;0;5;2;10;
Cory Joseph;null;496;0;0;0;0;3;4;0;1;1;0;0;0;0;2;3;
Marco Belinelli;null;1209;2;7;1;4;2;2;1;0;1;0;0;0;0;4;7;
Austin Daye;null;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Jeff Ayres;null;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;","Shawn Marion;F;1767;5;7;2;3;0;0;0;3;3;1;0;2;2;2;12;
Dirk Nowitzki;F;2051;8;14;0;0;3;5;0;6;6;1;1;0;0;1;19;
Samuel Dalembert;C;1198;1;5;0;0;0;0;4;7;11;1;0;1;0;2;2;
Monta Ellis;G;2269;10;22;0;1;4;4;0;4;4;4;1;0;2;3;24;
Jose Calderon;G;1674;5;11;2;3;2;2;0;3;3;1;0;0;2;0;14;
Vince Carter;null;1627;2;5;0;0;2;2;0;4;4;2;0;1;0;3;6;
Devin Harris;null;1630;1;8;1;5;5;6;0;2;2;4;3;1;2;0;8;
DeJuan Blair;null;506;2;3;0;0;1;2;2;2;4;1;0;0;1;4;5;
Jae Crowder;null;554;0;1;0;0;0;0;0;2;2;1;0;0;0;0;0;
Brandan Wright;null;1029;4;6;0;0;0;0;2;1;3;0;0;0;1;1;8;
Shane Larkin;null;32;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;
Bernard James;null;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Wayne Ellington;null;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"
13-14_04-11_ATL-BKN,04-11,ATL-BKN,ATL,BKN,93-88,16-23,39-24,19-26,19-15,,"DeMarre Carroll;F;2206;6;11;0;3;0;0;2;9;11;0;0;0;2;2;12;
Paul Millsap;F;2238;10;19;1;2;6;6;4;6;10;2;1;2;1;3;27;
Elton Brand;C;1344;2;2;0;0;0;0;0;3;3;2;2;4;0;3;4;
Kyle Korver;G;2249;1;8;0;5;1;1;0;7;7;2;0;1;3;2;3;
Jeff Teague;G;2016;7;15;0;3;8;8;0;3;3;3;1;1;2;3;22;
Pero Antic;null;1054;2;6;0;4;0;0;1;0;1;0;0;0;0;4;4;
Lou Williams;null;1162;1;4;0;0;3;4;0;2;2;2;1;0;2;1;5;
Cartier Martin;null;262;0;1;0;0;0;0;0;1;1;1;0;0;1;1;0;
Mike Scott;null;642;4;7;0;1;0;0;1;1;2;0;0;0;1;0;8;
Dennis Schroder;null;745;1;4;0;1;0;0;0;2;2;4;0;0;0;0;2;
Mike Muscala;null;482;2;2;0;0;2;2;1;1;2;1;0;1;0;1;6;","Andrei Kirilenko;F;1636;3;6;0;0;2;4;4;0;4;3;0;0;0;1;8;
Paul Pierce;F;1718;5;14;1;7;2;6;0;6;6;4;2;1;1;2;13;
Kevin Garnett;C;1092;2;6;0;0;0;2;3;7;10;1;1;1;2;3;4;
Joe Johnson;G;1924;4;15;1;5;0;0;0;7;7;3;0;0;4;1;9;
Jorge Gutierrez;G;1708;4;5;0;0;3;4;0;1;1;4;2;0;2;4;11;
Mason Plumlee;null;1718;6;6;0;0;5;7;1;3;4;3;1;1;0;2;17;
Mirza Teletovic;null;1232;2;6;2;3;2;2;0;3;3;1;2;0;1;1;8;
Marquis Teague;null;1515;2;5;0;0;0;0;0;1;1;2;0;0;2;5;4;
Marcus Thornton;null;1857;6;17;2;7;0;0;1;1;2;1;1;0;2;2;14;"
